"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Dengue","All cases","Age standardised rate","N/100000","2018","PL","Poland",0.077076020,""
"Dengue","All cases","Age standardised rate","N/100000","2018","PT","Portugal",0.134732080,""
"Dengue","All cases","Age standardised rate","N/100000","2018","RO","Romania",0.022085170,""
"Dengue","All cases","Age standardised rate","N/100000","2018","SE","Sweden",1.083728380,""
"Dengue","All cases","Age standardised rate","N/100000","2018","SI","Slovenia",0.401265900,""
"Dengue","All cases","Age standardised rate","N/100000","2018","SK","Slovakia",0.125336070,""
"Dengue","All cases","Age standardised rate","N/100000","2018","UK","United Kingdom",0.684225390,""
"Dengue","All cases","Age standardised rate","N/100000","2019","AT","Austria",1.662110930,""
"Dengue","All cases","Age standardised rate","N/100000","2019","BE","Belgium",1.864090400,""
"Dengue","All cases","Age standardised rate","N/100000","2019","CZ","Czechia",0.794820240,""
"Dengue","All cases","Age standardised rate","N/100000","2019","DE","Germany",1.536403080,""
"Dengue","All cases","Age standardised rate","N/100000","2019","DK","Denmark",2.098068310,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EE","Estonia",0.466563120,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EL","Greece",0.097252620,""
"Dengue","All cases","Age standardised rate","N/100000","2019","ES","Spain",-,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EU27_21","EU (without UK)",0.958366000,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EU27_UK_21","EU (with UK until 2019)",1.004136000,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EUEEA30_21","EU/EEA (without UK)",0.970985000,""
"Dengue","All cases","Age standardised rate","N/100000","2019","EUEEAUK_21","EU/EEA (with UK until 2019)",1.014525000,""
"Dengue","All cases","Age standardised rate","N/100000","2019","FI","Finland",1.570845660,""
"Dengue","All cases","Age standardised rate","N/100000","2019","FR","France",1.438931060,""
"Dengue","All cases","Age standardised rate","N/100000","2019","HR","Croatia",0.102697870,""
"Dengue","All cases","Age standardised rate","N/100000","2019","HU","Hungary",0.451471630,""
"Dengue","All cases","Age standardised rate","N/100000","2019","IE","Ireland",0.368436180,""
"Dengue","All cases","Age standardised rate","N/100000","2019","IS","Iceland",1.090941280,""
"Dengue","All cases","Age standardised rate","N/100000","2019","IT","Italy",0.421081930,""
"Dengue","All cases","Age standardised rate","N/100000","2019","LT","Lithuania",0.369981150,""
"Dengue","All cases","Age standardised rate","N/100000","2019","LU","Luxembourg",0.150420580,""
"Dengue","All cases","Age standardised rate","N/100000","2019","LV","Latvia",0.629244130,""
"Dengue","All cases","Age standardised rate","N/100000","2019","MT","Malta",0.391387620,""
"Dengue","All cases","Age standardised rate","N/100000","2019","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2019","NO","Norway",1.960788210,""
"Dengue","All cases","Age standardised rate","N/100000","2019","PL","Poland",0.144742820,""
"Dengue","All cases","Age standardised rate","N/100000","2019","PT","Portugal",0.306546730,""
"Dengue","All cases","Age standardised rate","N/100000","2019","RO","Romania",0.081416380,""
"Dengue","All cases","Age standardised rate","N/100000","2019","SE","Sweden",2.409466900,""
"Dengue","All cases","Age standardised rate","N/100000","2019","SI","Slovenia",1.099103420,""
"Dengue","All cases","Age standardised rate","N/100000","2019","SK","Slovakia",0.103721100,""
"Dengue","All cases","Age standardised rate","N/100000","2019","UK","United Kingdom",1.293476320,""
"Dengue","All cases","Age standardised rate","N/100000","2020","AT","Austria",0.416649600,""
"Dengue","All cases","Age standardised rate","N/100000","2020","BE","Belgium",0.716043200,""
"Dengue","All cases","Age standardised rate","N/100000","2020","CZ","Czechia",0.362673590,""
"Dengue","All cases","Age standardised rate","N/100000","2020","DE","Germany",0.256828790,""
"Dengue","All cases","Age standardised rate","N/100000","2020","DK","Denmark",0.288573170,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EE","Estonia",0.223697430,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EL","Greece",0.010854030,""
"Dengue","All cases","Age standardised rate","N/100000","2020","ES","Spain",0.341266690,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EU27_21","EU (without UK)",0.513471000,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EU27_UK_21","EU (with UK until 2019)",0.513471000,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EUEEA30_21","EU/EEA (without UK)",0.513190000,""
"Dengue","All cases","Age standardised rate","N/100000","2020","EUEEAUK_21","EU/EEA (with UK until 2019)",0.513190000,""
"Dengue","All cases","Age standardised rate","N/100000","2020","FI","Finland",0.398183420,""
"Dengue","All cases","Age standardised rate","N/100000","2020","FR","France",2.126298080,""
"Dengue","All cases","Age standardised rate","N/100000","2020","HR","Croatia",0.102617510,""
"Dengue","All cases","Age standardised rate","N/100000","2020","HU","Hungary",0.152536290,""
"Dengue","All cases","Age standardised rate","N/100000","2020","IE","Ireland",0.061265620,""
"Dengue","All cases","Age standardised rate","N/100000","2020","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2020","IT","Italy",0.079586400,""
"Dengue","All cases","Age standardised rate","N/100000","2020","LT","Lithuania",-,""
"Dengue","All cases","Age standardised rate","N/100000","2020","LU","Luxembourg",0.148016970,""
"Dengue","All cases","Age standardised rate","N/100000","2020","LV","Latvia",0.265145900,""
"Dengue","All cases","Age standardised rate","N/100000","2020","MT","Malta",0.168446640,""
"Dengue","All cases","Age standardised rate","N/100000","2020","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2020","NO","Norway",0.525904880,""
"Dengue","All cases","Age standardised rate","N/100000","2020","PL","Poland",0.023097090,""
"Dengue","All cases","Age standardised rate","N/100000","2020","PT","Portugal",0.059952990,""
"Dengue","All cases","Age standardised rate","N/100000","2020","RO","Romania",0.015596870,""
"Dengue","All cases","Age standardised rate","N/100000","2020","SE","Sweden",0.583872970,""
"Dengue","All cases","Age standardised rate","N/100000","2020","SI","Slovenia",0.052064300,""
"Dengue","All cases","Age standardised rate","N/100000","2020","SK","Slovakia",0.017211230,""
"Dengue","All cases","Age standardised rate","N/100000","2021","AT","Austria",0.059653180,""
"Dengue","All cases","Age standardised rate","N/100000","2021","BE","Belgium",0.244834420,""
"Dengue","All cases","Age standardised rate","N/100000","2021","CZ","Czechia",0.038206790,""
"Dengue","All cases","Age standardised rate","N/100000","2021","DE","Germany",0.079586350,""
"Dengue","All cases","Age standardised rate","N/100000","2021","DK","Denmark",0.062994370,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EE","Estonia",0.100382950,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EL","Greece",0.011087460,""
"Dengue","All cases","Age standardised rate","N/100000","2021","ES","Spain",0.109492130,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EU27_21","EU (without UK)",0.109241000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EU27_UK_21","EU (with UK until 2019)",0.109241000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EUEEA30_21","EU/EEA (without UK)",0.109941000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","EUEEAUK_21","EU/EEA (with UK until 2019)",0.109941000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","FI","Finland",0.132616930,""
"Dengue","All cases","Age standardised rate","N/100000","2021","FR","France",0.366471460,""
"Dengue","All cases","Age standardised rate","N/100000","2021","HR","Croatia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","HU","Hungary",0.034196820,""
"Dengue","All cases","Age standardised rate","N/100000","2021","IE","Ireland",0.041448840,""
"Dengue","All cases","Age standardised rate","N/100000","2021","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","IT","Italy",0.020588490,""
"Dengue","All cases","Age standardised rate","N/100000","2021","LI","Liechtenstein",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","LT","Lithuania",0.046681020,""
"Dengue","All cases","Age standardised rate","N/100000","2021","LU","Luxembourg",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","LV","Latvia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","MT","Malta",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2021","NO","Norway",0.172891590,""
"Dengue","All cases","Age standardised rate","N/100000","2021","PL","Poland",0.005336740,""
"Dengue","All cases","Age standardised rate","N/100000","2021","PT","Portugal",0.083495100,""
"Dengue","All cases","Age standardised rate","N/100000","2021","RO","Romania",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","SE","Sweden",0.123876280,""
"Dengue","All cases","Age standardised rate","N/100000","2021","SI","Slovenia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2021","SK","Slovakia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","AT","Austria",0.637042530,""
"Dengue","All cases","Age standardised rate","N/100000","2022","BE","Belgium",0.898540150,""
"Dengue","All cases","Age standardised rate","N/100000","2022","CZ","Czechia",0.219073920,""
"Dengue","All cases","Age standardised rate","N/100000","2022","DE","Germany",0.484142440,""
"Dengue","All cases","Age standardised rate","N/100000","2022","DK","Denmark",0.568958640,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EE","Estonia",0.072075680,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EL","Greece",0.053937070,""
"Dengue","All cases","Age standardised rate","N/100000","2022","ES","Spain",1.111647400,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EU27_21","EU (without UK)",0.443984000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EU27_UK_21","EU (with UK until 2019)",0.443984000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EUEEA30_21","EU/EEA (without UK)",0.448007000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","EUEEAUK_21","EU/EEA (with UK until 2019)",0.448007000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","FI","Finland",0.245947110,""
"Dengue","All cases","Age standardised rate","N/100000","2022","FR","France",0.573709480,""
"Dengue","All cases","Age standardised rate","N/100000","2022","HR","Croatia",0.030403210,""
"Dengue","All cases","Age standardised rate","N/100000","2022","HU","Hungary",0.271709780,""
"Dengue","All cases","Age standardised rate","N/100000","2022","IE","Ireland",0.181177560,""
"Dengue","All cases","Age standardised rate","N/100000","2022","IS","Iceland",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","IT","Italy",0.256953160,""
"Dengue","All cases","Age standardised rate","N/100000","2022","LI","Liechtenstein",2.938375550,""
"Dengue","All cases","Age standardised rate","N/100000","2022","LT","Lithuania",0.260556400,""
"Dengue","All cases","Age standardised rate","N/100000","2022","LU","Luxembourg",0.607695760,""
"Dengue","All cases","Age standardised rate","N/100000","2022","LV","Latvia",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","MT","Malta",0.496303470,""
"Dengue","All cases","Age standardised rate","N/100000","2022","NL","Netherlands",-,""
"Dengue","All cases","Age standardised rate","N/100000","2022","NO","Norway",0.773203410,""
"Dengue","All cases","Age standardised rate","N/100000","2022","PL","Poland",0.062260000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","PT","Portugal",0.159086850,""
"Dengue","All cases","Age standardised rate","N/100000","2022","RO","Romania",0.000000000,""
"Dengue","All cases","Age standardised rate","N/100000","2022","SE","Sweden",0.511020480,""
"Dengue","All cases","Age standardised rate","N/100000","2022","SI","Slovenia",0.582257910,""
"Dengue","All cases","Age standardised rate","N/100000","2022","SK","Slovakia",0.036580580,""
"Dengue","All cases","Age standardised rate","N/100000","2023","AT","Austria",1.864984870,""
"Dengue","All cases","Age standardised rate","N/100000","2023","BE","Belgium",1.967153200,""
"Dengue","All cases","Age standardised rate","N/100000","2023","BG","Bulgaria",0.037757650,""
"Dengue","All cases","Age standardised rate","N/100000","2023","CZ","Czechia",0.742820450,""
"Dengue","All cases","Age standardised rate","N/100000","2023","DE","Germany",1.240483400,""
"Dengue","All cases","Age standardised rate","N/100000","2023","DK","Denmark",1.280910040,""
"Dengue","All cases","Age standardised rate","N/100000","2023","EE","Estonia",0.604834990,""
"Dengue","All cases","Age standardised rate","N/100000","2023","EL","Greece",0.019891860,""
"Dengue","All cases","Age standardised rate","N/100000","2023","ES","Spain",1.364786680,""
"Dengue","All cases","Age standardised rate","N/100000","2023","EU27_21","EU (without UK)",1.337366000,""
"Dengue","All cases","Age standardised rate","N/100000","2023","EU27_UK_21","EU (with UK until 2019)",1.337366000,""
